status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4
916,photo,2/23/2016 23:36,279,18,2,279,0,0,0,0,0,,,,
917,status,2/20/2016 1:50,68,13,1,68,0,0,0,0,0,,,,
918,status,2/18/2016 10:51,106,19,0,106,0,0,0,0,0,,,,
919,status,2/18/2016 2:30,73,19,2,73,0,0,0,0,0,,,,
920,status,2/16/2016 22:07,68,14,0,68,0,0,0,0,0,,,,
921,photo,2/14/2016 7:03,12,5,0,12,0,0,0,0,0,,,,
922,photo,2/14/2016 7:03,10,4,0,10,0,0,0,0,0,,,,
923,video,2/13/2016 9:34,35,0,0,35,0,0,0,0,0,,,,
924,link,2/13/2016 4:45,40,1,0,40,0,0,0,0,0,,,,
925,video,2/12/2016 22:48,44,9,4,44,0,0,0,0,0,,,,
926,link,2/12/2016 22:41,6,0,0,6,0,0,0,0,0,,,,
927,photo,2/12/2016 3:55,80,4,0,80,0,0,0,0,0,,,,
928,photo,2/12/2016 3:55,83,8,0,83,0,0,0,0,0,,,,
929,photo,2/12/2016 1:25,66,2,1,66,0,0,0,0,0,,,,
930,photo,2/9/2016 5:26,421,3,0,421,0,0,0,0,0,,,,
931,photo,2/8/2016 5:36,246,5,1,246,0,0,0,0,0,,,,
932,photo,2/7/2016 10:36,151,0,0,151,0,0,0,0,0,,,,
933,photo,2/7/2016 9:56,304,6,0,304,0,0,0,0,0,,,,
934,photo,2/7/2016 6:51,263,19,2,263,0,0,0,0,0,,,,
935,photo,2/4/2016 4:09,216,16,2,216,0,0,0,0,0,,,,
936,status,2/2/2016 1:32,42,9,0,42,0,0,0,0,0,,,,
937,photo,2/2/2016 1:17,289,11,0,289,0,0,0,0,0,,,,
938,photo,2/1/2016 7:26,330,8,0,330,0,0,0,0,0,,,,
939,photo,2/1/2016 5:28,320,2,0,320,0,0,0,0,0,,,,
940,photo,2/1/2016 4:27,355,9,0,355,0,0,0,0,0,,,,
941,photo,1/31/2016 11:08,242,4,0,242,0,0,0,0,0,,,,
942,photo,1/31/2016 7:20,471,13,0,471,0,0,0,0,0,,,,
943,photo,1/31/2016 2:24,320,7,0,320,0,0,0,0,0,,,,
944,photo,1/30/2016 9:21,486,2,0,486,0,0,0,0,0,,,,
945,photo,1/30/2016 4:46,353,6,0,353,0,0,0,0,0,,,,
946,photo,1/30/2016 4:22,469,10,0,469,0,0,0,0,0,,,,
947,photo,1/30/2016 3:03,271,37,1,271,0,0,0,0,0,,,,
948,photo,1/30/2016 0:55,228,3,0,228,0,0,0,0,0,,,,
949,photo,1/29/2016 7:11,495,11,0,495,0,0,0,0,0,,,,
950,photo,1/29/2016 3:29,381,5,0,381,0,0,0,0,0,,,,
951,photo,1/28/2016 6:07,480,10,0,480,0,0,0,0,0,,,,
952,photo,1/26/2016 23:33,140,6,0,140,0,0,0,0,0,,,,
953,photo,1/25/2016 2:08,443,11,0,443,0,0,0,0,0,,,,
954,photo,1/24/2016 1:14,182,1,16,182,0,0,0,0,0,,,,
955,photo,1/23/2016 2:05,121,0,1,121,0,0,0,0,0,,,,
956,photo,1/22/2016 3:01,49,9,0,49,0,0,0,0,0,,,,
957,status,1/20/2016 5:30,227,0,0,227,0,0,0,0,0,,,,
958,photo,1/17/2016 2:34,230,6,0,230,0,0,0,0,0,,,,
959,photo,1/16/2016 3:43,192,26,2,192,0,0,0,0,0,,,,
960,photo,1/15/2016 7:58,417,11,0,417,0,0,0,0,0,,,,
961,photo,1/15/2016 7:34,552,8,0,552,0,0,0,0,0,,,,
962,status,1/15/2016 1:33,111,12,0,111,0,0,0,0,0,,,,
963,photo,1/13/2016 3:11,130,19,1,130,0,0,0,0,0,,,,
964,photo,1/11/2016 10:42,100,11,0,100,0,0,0,0,0,,,,
965,video,1/11/2016 4:30,50,11,0,50,0,0,0,0,0,,,,
966,photo,1/11/2016 1:56,385,16,191,385,0,0,0,0,0,,,,
967,photo,1/10/2016 22:55,108,16,2,108,0,0,0,0,0,,,,
968,photo,1/8/2016 10:30,368,12,0,368,0,0,0,0,0,,,,
969,photo,1/5/2016 2:45,307,18,0,307,0,0,0,0,0,,,,
970,photo,1/5/2016 2:44,176,4,1,176,0,0,0,0,0,,,,
971,photo,1/5/2016 2:37,246,13,1,246,0,0,0,0,0,,,,
972,photo,1/5/2016 2:20,152,30,0,152,0,0,0,0,0,,,,
973,photo,1/3/2016 6:55,286,5,0,286,0,0,0,0,0,,,,
974,status,1/3/2016 4:28,108,8,0,108,0,0,0,0,0,,,,
975,photo,1/3/2016 4:23,25,8,0,25,0,0,0,0,0,,,,
976,photo,1/3/2016 4:23,21,2,0,21,0,0,0,0,0,,,,
977,photo,12/31/2015 8:20,318,7,1,318,0,0,0,0,0,,,,
978,photo,12/29/2015 6:29,370,16,1,370,0,0,0,0,0,,,,
979,photo,12/28/2015 3:55,58,3,0,58,0,0,0,0,0,,,,
980,photo,12/28/2015 3:54,45,0,0,45,0,0,0,0,0,,,,
981,photo,12/28/2015 3:40,69,0,0,69,0,0,0,0,0,,,,
982,photo,12/28/2015 2:18,135,2,0,135,0,0,0,0,0,,,,
983,photo,12/25/2015 4:49,212,11,3,212,0,0,0,0,0,,,,
984,photo,12/24/2015 22:26,184,3,1,184,0,0,0,0,0,,,,
985,photo,12/24/2015 10:40,103,0,0,103,0,0,0,0,0,,,,
986,photo,12/22/2015 21:38,302,9,0,302,0,0,0,0,0,,,,
987,photo,12/22/2015 6:46,246,9,2,246,0,0,0,0,0,,,,
988,photo,12/21/2015 8:57,117,0,0,117,0,0,0,0,0,,,,
989,photo,12/21/2015 6:57,52,12,0,52,0,0,0,0,0,,,,
990,photo,12/21/2015 2:03,317,8,0,317,0,0,0,0,0,,,,
991,photo,12/20/2015 6:04,189,13,1,189,0,0,0,0,0,,,,
992,photo,12/20/2015 5:15,192,19,0,192,0,0,0,0,0,,,,
993,photo,12/19/2015 9:18,96,8,0,96,0,0,0,0,0,,,,
994,photo,12/18/2015 6:27,112,11,0,112,0,0,0,0,0,,,,
995,photo,12/18/2015 0:22,124,12,0,124,0,0,0,0,0,,,,
996,photo,12/17/2015 12:26,155,5,0,155,0,0,0,0,0,,,,
997,photo,12/16/2015 9:09,167,16,0,167,0,0,0,0,0,,,,
998,photo,12/16/2015 4:44,157,13,0,157,0,0,0,0,0,,,,
999,status,12/15/2015 11:33,101,7,0,101,0,0,0,0,0,,,,
1000,photo,12/14/2015 6:43,230,20,0,230,0,0,0,0,0,,,,
1001,photo,12/9/2015 9:28,136,5,1,136,0,0,0,0,0,,,,
1002,photo,12/9/2015 1:47,131,0,0,131,0,0,0,0,0,,,,
1003,status,12/7/2015 7:02,128,18,0,128,0,0,0,0,0,,,,
1004,photo,12/5/2015 23:43,129,13,0,129,0,0,0,0,0,,,,
1005,status,12/2/2015 8:26,376,18,16,376,0,0,0,0,0,,,,
1006,status,12/2/2015 6:38,68,9,1,68,0,0,0,0,0,,,,
1007,status,11/30/2015 7:29,142,2,2,142,0,0,0,0,0,,,,
1008,status,11/24/2015 2:12,106,12,2,106,0,0,0,0,0,,,,
1009,photo,11/23/2015 7:49,88,3,0,88,0,0,0,0,0,,,,
1010,status,11/22/2015 23:39,49,9,0,49,0,0,0,0,0,,,,
1011,status,11/21/2015 8:01,1052,12,7,1052,0,0,0,0,0,,,,
1012,photo,11/21/2015 4:13,948,7,0,948,0,0,0,0,0,,,,
1013,photo,11/19/2015 20:42,1552,23,0,1552,0,0,0,0,0,,,,
1014,photo,11/19/2015 20:38,1580,14,1,1580,0,0,0,0,0,,,,
1015,status,11/16/2015 21:58,1241,6,0,1241,0,0,0,0,0,,,,
1016,status,11/16/2015 3:07,1054,9,0,1054,0,0,0,0,0,,,,
1017,status,11/15/2015 20:41,954,10,0,954,0,0,0,0,0,,,,
1018,status,11/11/2015 22:49,1014,14,2,1014,0,0,0,0,0,,,,
1019,status,11/11/2015 3:44,1768,0,1,1768,0,0,0,0,0,,,,
1020,status,11/11/2015 2:22,951,13,1,951,0,0,0,0,0,,,,
1021,status,11/10/2015 2:11,1223,34,0,1223,0,0,0,0,0,,,,
1022,status,11/8/2015 7:21,987,13,1,987,0,0,0,0,0,,,,
1023,status,11/8/2015 0:02,2799,67,2,2799,0,0,0,0,0,,,,
1024,photo,11/6/2015 21:19,102,1,0,102,0,0,0,0,0,,,,
1025,photo,11/6/2015 20:46,160,3,0,160,0,0,0,0,0,,,,
1026,photo,11/6/2015 0:38,1575,15,3,1575,0,0,0,0,0,,,,
1027,status,11/5/2015 3:17,945,9,2,945,0,0,0,0,0,,,,
1028,photo,11/4/2015 3:35,1194,14,0,1194,0,0,0,0,0,,,,
1029,status,11/4/2015 2:37,1339,9,1,1339,0,0,0,0,0,,,,
1030,status,11/3/2015 1:46,963,6,0,963,0,0,0,0,0,,,,
1031,photo,11/2/2015 20:37,1145,25,0,1145,0,0,0,0,0,,,,
1032,status,11/2/2015 5:21,950,8,3,950,0,0,0,0,0,,,,
1033,photo,11/1/2015 22:07,2024,23,1,2024,0,0,0,0,0,,,,
1034,status,11/1/2015 4:47,950,13,0,950,0,0,0,0,0,,,,
1035,photo,11/1/2015 4:28,951,10,0,951,0,0,0,0,0,,,,
1036,status,11/1/2015 2:07,974,10,0,974,0,0,0,0,0,,,,
1037,photo,10/31/2015 23:58,1139,57,0,1139,0,0,0,0,0,,,,
1038,status,10/31/2015 23:46,1061,5,0,1061,0,0,0,0,0,,,,
1039,status,10/31/2015 6:21,1018,10,0,1018,0,0,0,0,0,,,,
1040,status,10/30/2015 6:42,991,10,1,991,0,0,0,0,0,,,,
1041,photo,10/30/2015 5:11,952,4,0,952,0,0,0,0,0,,,,
1042,photo,10/30/2015 1:34,1999,22,0,1999,0,0,0,0,0,,,,
1043,status,10/30/2015 1:33,1251,17,1,1251,0,0,0,0,0,,,,
1044,status,10/29/2015 23:43,968,9,0,968,0,0,0,0,0,,,,
1045,status,10/28/2015 22:33,1338,6,1,1338,0,0,0,0,0,,,,
1046,photo,10/28/2015 7:42,948,5,0,948,0,0,0,0,0,,,,
1047,photo,10/28/2015 6:29,1,0,0,1,0,0,0,0,0,,,,
1048,photo,10/28/2015 6:19,1914,0,2,1914,0,0,0,0,0,,,,
1049,status,10/28/2015 4:32,1377,5,0,1377,0,0,0,0,0,,,,
1050,status,10/28/2015 4:13,1244,13,1,1244,0,0,0,0,0,,,,
1051,status,10/27/2015 19:36,948,3,0,948,0,0,0,0,0,,,,
1052,status,10/27/2015 8:32,1229,5,0,1229,0,0,0,0,0,,,,
1053,status,10/27/2015 6:38,1363,12,0,1363,0,0,0,0,0,,,,
1054,status,10/27/2015 6:29,956,6,0,956,0,0,0,0,0,,,,
1055,photo,10/26/2015 9:41,1080,28,0,1080,0,0,0,0,0,,,,
1056,status,10/25/2015 3:48,994,9,0,994,0,0,0,0,0,,,,
1057,status,10/24/2015 23:37,1419,7,0,1419,0,0,0,0,0,,,,
1058,photo,10/24/2015 9:09,954,6,1,954,0,0,0,0,0,,,,
1059,status,10/24/2015 7:25,550,1,0,550,0,0,0,0,0,,,,
1060,status,10/24/2015 6:55,549,6,0,549,0,0,0,0,0,,,,
1061,photo,10/24/2015 3:18,1143,154,64,1143,0,0,0,0,0,,,,
1062,status,10/24/2015 3:10,1356,10,1,1356,0,0,0,0,0,,,,
1063,photo,10/23/2015 14:19,1774,2,0,1774,0,0,0,0,0,,,,
1064,status,10/21/2015 23:51,1230,49,0,1230,0,0,0,0,0,,,,
1065,photo,10/21/2015 23:01,1451,14,4,1451,0,0,0,0,0,,,,
1066,photo,10/21/2015 2:06,1784,3,0,1784,0,0,0,0,0,,,,
1067,status,10/21/2015 1:50,1983,8,1,1983,0,0,0,0,0,,,,
1068,photo,10/20/2015 22:02,2632,11,0,2632,0,0,0,0,0,,,,
1069,photo,10/19/2015 3:14,2166,8,0,2166,0,0,0,0,0,,,,
1070,status,10/16/2015 23:09,1218,12,1,1218,0,0,0,0,0,,,,
1071,photo,10/16/2015 21:45,1724,129,105,1724,0,0,0,0,0,,,,
1072,photo,10/12/2015 6:39,2773,8,1,2773,0,0,0,0,0,,,,
1073,status,10/12/2015 2:11,1259,211,78,1259,0,0,0,0,0,,,,
1074,status,10/12/2015 2:09,1270,9,0,1270,0,0,0,0,0,,,,
1075,photo,10/10/2015 3:14,1921,8,0,1921,0,0,0,0,0,,,,
1076,status,10/9/2015 1:37,1164,222,72,1164,0,0,0,0,0,,,,
1077,photo,10/9/2015 0:07,1029,11,1,1029,0,0,0,0,0,,,,
1078,video,10/8/2015 3:43,1197,12,5,1197,0,0,0,0,0,,,,
1079,video,10/8/2015 2:59,951,6,1,951,0,0,0,0,0,,,,
1080,video,10/8/2015 0:50,121,14,11,121,0,0,0,0,0,,,,
1081,status,10/7/2015 23:06,169,10,0,169,0,0,0,0,0,,,,
1082,video,10/7/2015 1:18,2186,14,11,2186,0,0,0,0,0,,,,
1083,video,10/7/2015 1:00,1910,7,0,1910,0,0,0,0,0,,,,
1084,photo,10/5/2015 1:55,1069,20,3,1069,0,0,0,0,0,,,,
1085,status,10/2/2015 9:24,2177,18,0,2177,0,0,0,0,0,,,,
1086,photo,9/28/2015 6:32,1825,13,0,1825,0,0,0,0,0,,,,
1087,photo,9/28/2015 3:26,1880,1,0,1880,0,0,0,0,0,,,,
1088,photo,9/28/2015 0:08,1265,10,0,1265,0,0,0,0,0,,,,
1089,status,9/25/2015 7:44,2297,260,72,2297,0,0,0,0,0,,,,
1090,photo,9/24/2015 2:56,1700,290,87,1700,0,0,0,0,0,,,,
1091,photo,9/24/2015 1:49,976,2,0,976,0,0,0,0,0,,,,
1092,photo,9/23/2015 4:13,1077,21,3,1077,0,0,0,0,0,,,,
1093,status,9/20/2015 22:53,1346,330,72,1346,0,0,0,0,0,,,,
1094,photo,9/20/2015 22:50,1188,14,1,1188,0,0,0,0,0,,,,
1095,status,9/20/2015 21:45,1081,15,2,1081,0,0,0,0,0,,,,
1096,photo,9/16/2015 7:16,1898,28,3,1898,0,0,0,0,0,,,,
1097,video,9/15/2015 12:25,1916,15,19,1916,0,0,0,0,0,,,,
1098,video,9/14/2015 1:43,1092,17,23,1092,0,0,0,0,0,,,,
1099,photo,9/13/2015 1:09,1566,31,2,1566,0,0,0,0,0,,,,
1100,status,9/13/2015 1:08,992,7,0,992,0,0,0,0,0,,,,
1101,status,9/13/2015 1:03,1172,199,62,1172,0,0,0,0,0,,,,
1102,video,9/13/2015 0:24,1646,12,14,1646,0,0,0,0,0,,,,
1103,photo,9/12/2015 2:39,1966,23,2,1966,0,0,0,0,0,,,,
1104,video,9/12/2015 2:19,2020,12,26,2020,0,0,0,0,0,,,,
1105,photo,9/11/2015 10:15,2055,29,2,2055,0,0,0,0,0,,,,
1106,photo,9/11/2015 1:17,1830,15,0,1830,0,0,0,0,0,,,,
1107,status,9/10/2015 5:22,2244,11,0,2244,0,0,0,0,0,,,,
1108,photo,9/10/2015 4:53,1128,10,8,1128,0,0,0,0,0,,,,
1109,photo,9/10/2015 1:21,1842,286,106,1842,0,0,0,0,0,,,,
1110,photo,9/7/2015 22:14,2606,13,1,2606,0,0,0,0,0,,,,
1111,photo,9/5/2015 2:57,2153,44,10,2153,0,0,0,0,0,,,,
1112,photo,9/4/2015 0:58,2042,225,76,2042,0,0,0,0,0,,,,
1113,photo,9/1/2015 0:26,1125,363,122,1125,0,0,0,0,0,,,,
1114,photo,8/30/2015 3:46,2098,32,1,2098,0,0,0,0,0,,,,
1115,photo,8/30/2015 0:16,1956,17,1,1956,0,0,0,0,0,,,,
1116,photo,8/29/2015 23:40,2444,24,1,2444,0,0,0,0,0,,,,
1117,photo,8/29/2015 10:11,1803,10,0,1803,0,0,0,0,0,,,,
1118,status,8/29/2015 2:39,1042,8,0,1042,0,0,0,0,0,,,,
1119,photo,8/28/2015 23:39,1231,27,1,1231,0,0,0,0,0,,,,
1120,photo,8/27/2015 4:47,2045,25,5,2045,0,0,0,0,0,,,,
1121,video,8/27/2015 3:05,1915,74,103,1915,0,0,0,0,0,,,,
1122,photo,8/27/2015 0:19,1995,21,8,1995,0,0,0,0,0,,,,
1123,photo,8/26/2015 23:28,2183,56,14,2183,0,0,0,0,0,,,,
1124,photo,8/26/2015 3:58,1140,297,92,1140,0,0,0,0,0,,,,
1125,photo,8/25/2015 0:26,1805,15,0,1805,0,0,0,0,0,,,,
1126,photo,8/25/2015 0:13,1962,354,119,1962,0,0,0,0,0,,,,
1127,link,8/19/2015 20:38,1933,8,0,1933,0,0,0,0,0,,,,
1128,photo,8/16/2015 11:39,2636,16,0,2636,0,0,0,0,0,,,,
1129,photo,8/14/2015 23:34,2264,284,78,2264,0,0,0,0,0,,,,
1130,photo,8/12/2015 5:28,2606,2,0,2606,0,0,0,0,0,,,,
1131,photo,8/7/2015 22:40,1618,13,0,1618,0,0,0,0,0,,,,
1132,photo,8/7/2015 6:22,2947,14,0,2947,0,0,0,0,0,,,,
1133,photo,8/6/2015 22:32,2062,206,64,2062,0,0,0,0,0,,,,
1134,status,8/6/2015 3:48,1987,13,0,1987,0,0,0,0,0,,,,
1135,photo,8/5/2015 6:29,2265,8,0,2265,0,0,0,0,0,,,,
1136,video,8/4/2015 7:40,1249,0,0,1249,0,0,0,0,0,,,,
1137,photo,8/3/2015 4:10,2791,10,0,2791,0,0,0,0,0,,,,
1138,link,8/2/2015 4:45,2214,1,0,2214,0,0,0,0,0,,,,
1139,photo,8/1/2015 22:40,2620,4,41,2620,0,0,0,0,0,,,,
1140,video,8/1/2015 1:59,2025,7,4,2025,0,0,0,0,0,,,,
1141,status,7/29/2015 2:57,1968,6,1,1968,0,0,0,0,0,,,,
1142,photo,7/29/2015 1:11,2204,8,0,2204,0,0,0,0,0,,,,
1143,photo,7/19/2015 4:41,2211,361,93,2211,0,0,0,0,0,,,,
1144,photo,7/16/2015 2:37,2399,11,0,2399,0,0,0,0,0,,,,
1145,photo,7/16/2015 1:49,2260,390,122,2260,0,0,0,0,0,,,,
1146,status,7/15/2015 3:14,1977,10,0,1977,0,0,0,0,0,,,,
1147,photo,7/14/2015 1:21,2348,12,0,2348,0,0,0,0,0,,,,
1148,photo,7/9/2015 21:58,2489,32,0,2489,0,0,0,0,0,,,,
1149,photo,7/9/2015 21:57,2293,7,0,2293,0,0,0,0,0,,,,
1150,photo,7/9/2015 3:55,2221,10,0,2221,0,0,0,0,0,,,,
1151,photo,7/6/2015 22:35,2314,509,35,2314,0,0,0,0,0,,,,
1152,photo,7/6/2015 2:56,1279,11,0,1279,0,0,0,0,0,,,,
1153,photo,7/5/2015 0:51,2404,11,0,2404,0,0,0,0,0,,,,
1154,status,7/4/2015 0:48,2010,32,0,2010,0,0,0,0,0,,,,
1155,photo,7/1/2015 8:18,1191,22,2,1191,0,0,0,0,0,,,,
1156,photo,6/29/2015 23:44,1392,10,0,1392,0,0,0,0,0,,,,
1157,video,6/26/2015 1:46,2204,10,9,2204,0,0,0,0,0,,,,
1158,status,6/26/2015 1:11,1929,17,1,1929,0,0,0,0,0,,,,
1159,photo,6/25/2015 23:26,7,0,2,7,0,0,0,0,0,,,,
1160,photo,6/25/2015 7:51,12,1,0,12,0,0,0,0,0,,,,
1161,photo,6/25/2015 4:53,3,0,2,3,0,0,0,0,0,,,,
1162,status,6/24/2015 4:00,2303,21,5,2303,0,0,0,0,0,,,,
1163,video,6/23/2015 4:35,1926,4,15,1926,0,0,0,0,0,,,,
1164,video,6/22/2015 0:24,2288,5,7,2288,0,0,0,0,0,,,,
1165,status,6/21/2015 23:59,2419,15,14,2419,0,0,0,0,0,,,,
1166,status,6/21/2015 23:42,2297,14,0,2297,0,0,0,0,0,,,,
1167,status,6/21/2015 22:22,1888,15,0,1888,0,0,0,0,0,,,,
1168,video,6/21/2015 1:06,2033,11,12,2033,0,0,0,0,0,,,,
1169,photo,6/21/2015 1:01,2414,22,0,2414,0,0,0,0,0,,,,
1170,video,6/20/2015 2:48,1982,12,1,1982,0,0,0,0,0,,,,
1171,status,6/20/2015 1:16,2223,13,1,2223,0,0,0,0,0,,,,
1172,photo,6/20/2015 0:38,2341,18,0,2341,0,0,0,0,0,,,,
1173,status,6/19/2015 0:39,2101,7,2,2101,0,0,0,0,0,,,,
1174,video,6/18/2015 3:39,2201,2,1,2201,0,0,0,0,0,,,,
1175,video,6/18/2015 1:32,2020,4,12,2020,0,0,0,0,0,,,,
1176,link,6/17/2015 4:21,1940,70,12,1940,0,0,0,0,0,,,,
1177,photo,6/16/2015 23:41,2071,12,0,2071,0,0,0,0,0,,,,
1178,photo,6/14/2015 22:23,2080,32,2,2080,0,0,0,0,0,,,,
1179,photo,6/12/2015 9:02,2382,17,0,2382,0,0,0,0,0,,,,
1180,video,6/10/2015 9:00,2259,5,8,2259,0,0,0,0,0,,,,
1181,video,6/10/2015 9:00,55,2,9,55,0,0,0,0,0,,,,
1182,photo,6/10/2015 4:57,2242,7,6,2242,0,0,0,0,0,,,,
1183,photo,6/8/2015 11:00,2028,16,0,2028,0,0,0,0,0,,,,
1184,video,6/8/2015 5:05,2300,1,6,2300,0,0,0,0,0,,,,
1185,photo,6/7/2015 5:23,6,0,1,6,0,0,0,0,0,,,,
1186,video,6/7/2015 3:32,2273,2,6,2273,0,0,0,0,0,,,,
1187,photo,6/5/2015 22:20,2132,36,4,2132,0,0,0,0,0,,,,
1188,photo,6/4/2015 22:40,2074,22,1,2074,0,0,0,0,0,,,,
1189,photo,6/4/2015 22:32,2276,30,1,2276,0,0,0,0,0,,,,
1190,status,6/4/2015 2:18,2319,14,2,2319,0,0,0,0,0,,,,
1191,video,6/3/2015 4:25,2217,3,7,2217,0,0,0,0,0,,,,
1192,video,6/2/2015 4:59,2329,13,18,2329,0,0,0,0,0,,,,
1193,photo,6/2/2015 2:25,2174,18,1,2174,0,0,0,0,0,,,,
1194,video,6/1/2015 3:26,2252,0,1,2252,0,0,0,0,0,,,,
1195,video,5/31/2015 3:21,2251,3,0,2251,0,0,0,0,0,,,,
1196,link,5/22/2015 8:21,1931,26,0,1931,0,0,0,0,0,,,,
1197,photo,5/22/2015 3:11,2095,213,68,2095,0,0,0,0,0,,,,
1198,photo,5/22/2015 3:09,2030,28,0,2030,0,0,0,0,0,,,,
1199,photo,5/21/2015 2:09,2634,449,119,2634,0,0,0,0,0,,,,
1200,link,5/20/2015 8:00,2026,35,1,2026,0,0,0,0,0,,,,
1201,photo,5/20/2015 0:13,2118,6,0,2118,0,0,0,0,0,,,,
1202,photo,5/19/2015 21:42,2112,28,2,2112,0,0,0,0,0,,,,
1203,photo,5/19/2015 6:07,2675,13,0,2675,0,0,0,0,0,,,,
1204,photo,5/18/2015 22:55,2126,11,0,2126,0,0,0,0,0,,,,
1205,video,5/18/2015 6:20,2418,179,48,2418,0,0,0,0,0,,,,
1206,video,5/18/2015 2:43,1892,4,1,1892,0,0,0,0,0,,,,
1207,photo,5/17/2015 6:26,2462,12,0,2462,0,0,0,0,0,,,,
1208,video,5/17/2015 5:33,3639,175,101,3639,0,0,0,0,0,,,,
1209,video,5/17/2015 1:06,270,14,37,270,0,0,0,0,0,,,,
1210,photo,5/17/2015 0:47,380,24,3,380,0,0,0,0,0,,,,
1211,status,5/16/2015 9:52,421,16,0,421,0,0,0,0,0,,,,
1212,photo,5/12/2015 5:51,2253,8,0,2253,0,0,0,0,0,,,,
1213,photo,5/12/2015 5:51,2346,7,1,2346,0,0,0,0,0,,,,
1214,video,5/10/2015 22:40,2999,281,87,2999,0,0,0,0,0,,,,
1215,video,5/9/2015 1:28,1904,5,1,1904,0,0,0,0,0,,,,
1216,photo,5/8/2015 4:21,2402,4,0,2402,0,0,0,0,0,,,,
1217,photo,5/6/2015 22:07,2239,42,2,2239,0,0,0,0,0,,,,
1218,status,5/6/2015 5:14,2332,46,0,2332,0,0,0,0,0,,,,
1219,video,4/24/2015 4:26,2374,8,9,2374,0,0,0,0,0,,,,
1220,photo,4/23/2015 21:45,2492,10,0,2492,0,0,0,0,0,,,,
1221,status,4/23/2015 9:05,2072,22,1,2072,0,0,0,0,0,,,,
1222,photo,4/23/2015 3:30,2826,21,0,2826,0,0,0,0,0,,,,
1223,photo,4/23/2015 3:25,2032,3,0,2032,0,0,0,0,0,,,,
1224,photo,4/23/2015 3:23,2154,6,2,2154,0,0,0,0,0,,,,
1225,photo,4/23/2015 3:21,1997,3,1,1997,0,0,0,0,0,,,,
1226,photo,4/14/2015 6:10,2320,7,0,2320,0,0,0,0,0,,,,
1227,photo,4/12/2015 13:53,2190,10,0,2190,0,0,0,0,0,,,,
1228,photo,4/10/2015 9:04,2545,14,3,2545,0,0,0,0,0,,,,
1229,photo,4/10/2015 7:55,2452,8,0,2452,0,0,0,0,0,,,,
1230,photo,4/10/2015 6:31,4710,50,1,4710,0,0,0,0,0,,,,
1231,photo,4/10/2015 6:07,2549,8,0,2549,0,0,0,0,0,,,,
1232,photo,4/7/2015 22:48,3190,19,1,3190,0,0,0,0,0,,,,
1233,photo,4/7/2015 22:40,3510,12,0,3510,0,0,0,0,0,,,,
1234,photo,4/7/2015 5:57,2255,10,2,2255,0,0,0,0,0,,,,
1235,photo,4/7/2015 5:56,2309,5,1,2309,0,0,0,0,0,,,,
1236,photo,4/6/2015 21:54,2051,7,2,2051,0,0,0,0,0,,,,
1237,photo,4/3/2015 22:31,2350,11,0,2350,0,0,0,0,0,,,,
1238,video,3/25/2015 3:09,2105,19,1,2105,0,0,0,0,0,,,,
1239,status,3/25/2015 0:46,2291,108,0,2291,0,0,0,0,0,,,,
1240,photo,3/24/2015 0:05,2349,53,4,2349,0,0,0,0,0,,,,
1241,photo,3/22/2015 4:53,2157,19,0,2157,0,0,0,0,0,,,,
1242,photo,3/21/2015 22:09,2151,4,1,2151,0,0,0,0,0,,,,
1243,photo,3/21/2015 4:15,2615,23,0,2615,0,0,0,0,0,,,,
1244,status,3/20/2015 0:04,2148,32,1,2148,0,0,0,0,0,,,,
1245,photo,3/13/2015 20:58,3115,24,0,3115,0,0,0,0,0,,,,
1246,photo,3/12/2015 9:39,1302,16,0,1302,0,0,0,0,0,,,,
1247,photo,3/11/2015 22:40,1815,12,0,1815,0,0,0,0,0,,,,
1248,photo,3/11/2015 4:27,1379,20,0,1379,0,0,0,0,0,,,,
1249,link,3/10/2015 20:50,1169,3,26,1169,0,0,0,0,0,,,,
1250,photo,3/9/2015 9:25,1509,26,2,1509,0,0,0,0,0,,,,
1251,photo,3/9/2015 8:31,956,6,0,956,0,0,0,0,0,,,,
1252,photo,3/7/2015 22:53,1220,10,0,1220,0,0,0,0,0,,,,
1253,photo,3/1/2015 23:17,1601,38,2,1601,0,0,0,0,0,,,,
1254,status,2/28/2015 3:58,1496,85,0,1496,0,0,0,0,0,,,,
1255,video,2/28/2015 3:41,1103,24,18,1103,0,0,0,0,0,,,,
1256,status,2/27/2015 23:42,1526,14,0,1526,0,0,0,0,0,,,,
1257,photo,2/26/2015 22:49,1159,32,4,1159,0,0,0,0,0,,,,
1258,link,2/24/2015 7:19,1010,14,4,1010,0,0,0,0,0,,,,
1259,photo,2/20/2015 12:04,1182,29,5,1182,0,0,0,0,0,,,,
1260,photo,2/19/2015 6:01,1428,11,1,1428,0,0,0,0,0,,,,
1261,photo,2/19/2015 6:00,1473,12,1,1473,0,0,0,0,0,,,,
1262,photo,2/19/2015 1:40,1180,5,0,1180,0,0,0,0,0,,,,
1263,photo,2/18/2015 23:59,1864,9,0,1864,0,0,0,0,0,,,,
1264,link,2/18/2015 20:53,1032,9,0,1032,0,0,0,0,0,,,,
1265,photo,2/18/2015 0:48,1630,15,1,1630,0,0,0,0,0,,,,
1266,photo,2/15/2015 23:12,545,13,0,545,0,0,0,0,0,,,,
