Tier,FICO,Term,Amount,Previous_Rate,Competition_rate,Rate,Cost_Funds,Partner Bin,Car_Type_N,Car_Type_R,Car_Type_U,Accept
2,721,36,17000,0,3.75,4.99,1.1188,3,1,0,0,0
2,722,36,19999.99,0,3.85,6.84,1.1,3,1,0,0,0
1,742,60,23300,12,4.75,4.75,1.12,1,0,1,0,0
2,704,60,20399,0,4.85,6.59,2.101,2,0,0,1,0
3,698,48,23976,0,4.89,5.15,1.3413,3,1,0,0,0
1,750,72,17500,0,6.25,6.14,1.8188,3,1,0,0,0
1,761,60,50000,0,4.89,4.69,1.375,3,1,0,0,0
2,721,60,25000,0,4.49,4.85,1.32,3,1,0,0,0
1,732,36,10905,0,4.29,4.29,1.933,1,0,0,1,1
4,657,60,12800,7,4.89,6.79,1.1,3,0,1,0,0
1,788,60,34000,0,4.09,4.09,1.02,3,1,0,0,0
1,804,60,29000,0,4.39,4.09,1.3163,3,1,0,0,0
3,680,66,23525,8,5.99,7.28,1.0988,1,0,1,0,1
1,762,60,30000,0,4.49,4.49,1.12,1,1,0,0,0
2,708,60,40000,0,4.65,6.29,1.1,2,0,0,1,0
3,681,72,19800,0,4.99,5.99,1.12,3,1,0,0,0
1,792,60,19286,0,4.09,3.99,1.12,3,1,0,0,0
1,778,60,32000,0,3.99,3.99,1.1013,3,1,0,0,0
4,663,36,17500,0,4.75,7.89,1.815,3,1,0,0,0
2,718,60,34000,0,4.39,5.89,1.1,2,0,0,1,0
4,640,60,14999.99,0,4.95,7.99,1.1,3,0,0,1,0
1,760,60,24439,6,4.99,4.94,1.2738,1,0,1,0,0
4,667,48,17500,0,4.39,7.89,1.32,3,1,0,0,0
2,729,60,25400,16,5.19,6.59,1.11,2,0,1,0,0
2,705,72,20000,0,4.99,5.19,1.12,3,1,0,0,0
3,713,72,25950,6,6.29,6.39,1.615,2,0,1,0,0
2,707,36,30000,0,4.75,4.89,1.8138,3,1,0,0,0
1,760,48,29000,0,4.65,4.65,1.1,3,0,0,1,0
3,683,60,27500,0,4.89,5.15,1.3613,2,1,0,0,1
1,770,60,45000,0,3.99,3.99,1.1,1,1,0,0,0
1,789,60,50000,0,4.19,4.19,1.1,1,1,0,0,0
2,712,48,24150,0,5.49,4.89,1.82,3,1,0,0,0
1,781,66,15674,0,5.39,5.29,1.1,3,0,0,1,1
1,762,48,28000,0,4.89,4.85,1.3788,3,1,0,0,0
2,681,72,40000,0,5.19,5.99,1.1413,2,1,0,0,0
1,737,60,19233.43,0,5.05,5.05,1.4263,1,0,0,1,1
2,702,48,25000,0,5.05,7.19,1.2525,3,0,0,1,0
1,746,72,35400,0,6,5.89,1.7975,1,1,0,0,0
3,687,60,24000,0,5.49,6.14,1.78,3,1,0,0,0
1,739,72,13500,6,5.49,5.39,1.1,3,0,1,0,1
1,771,60,25000,0,5.49,4.85,1.81,2,1,0,0,0
2,718,60,40000,0,4.49,5.79,1.14,2,1,0,0,0
3,680,72,40000,0,5.69,8.84,1.1138,3,0,0,1,0
1,793,60,29000,0,4.09,4.09,1.14,2,1,0,0,0
2,704,48,16074,6,5.39,6.39,1.17,3,0,1,0,0
2,713,36,13658,7,4.39,6.44,1.1013,1,0,1,0,1
1,800,48,34000,0,5.49,4.85,1.82,3,1,0,0,0
2,704,60,23000,0,5.8,6.19,1.8388,3,0,0,1,0
1,754,36,23000,4,4.75,4.25,1.1338,2,0,1,0,0
4,641,60,14934.7,0,5.5,7.89,1.8,3,0,0,1,1
1,734,48,16000,0,3.85,3.85,1.09,3,1,0,0,0
1,772,60,22455,4,5.49,5.49,1.828,2,0,1,0,0
1,786,60,30000,0,4.49,4.49,1.3069,2,1,0,0,0
4,660,48,18686,0,3.99,7.29,1.1125,1,1,0,0,0
1,806,72,15000,0,5.35,5.29,1.12,1,0,0,1,1
4,651,60,40000,0,4.99,7.89,1.4225,1,1,0,0,0
1,736,48,11000,6,4.75,4.75,1.18,3,0,1,0,1
3,696,36,13800,8,4.75,7.43,1.11,1,0,1,0,1
1,756,66,22516,8,5.49,5.39,1.1038,3,0,1,0,1
3,681,72,20000,0,4.75,5.99,1.12,3,1,0,0,0
1,712,60,25000,0,4.39,4.39,1.1313,1,1,0,0,0
1,740,60,15500,0,3.85,3.85,1.09,3,1,0,0,1
4,656,48,37855,0,4.39,8.49,1.09,1,0,0,1,0
1,815,60,35000,0,4.49,4.49,1.696,3,1,0,0,0
2,725,36,9740,5,4.75,4.99,1.1,1,0,1,0,0
1,755,60,22000,0,4.49,4.49,1.3669,1,1,0,0,0
1,799,60,24232,0,4.89,4.29,1.34,1,1,0,0,0
4,662,72,46000,0,6.25,7.89,1.78,3,1,0,0,0
1,768,36,21000,0,3.99,3.99,1.3,3,1,0,0,0
3,678,60,35250,0,4.99,5.29,1.42,2,1,0,0,0
2,705,48,20000,0,5.49,4.89,1.8,1,1,0,0,1
1,665,60,30151.75,0,4.85,4.85,1.1,2,0,0,1,1
1,769,48,18750,6,4.85,4.53,1.1,3,0,1,0,1
2,729,72,42000,0,4.75,4.89,1.1,1,1,0,0,0
2,722,72,22800,12,6.09,6.94,1.115,2,0,1,0,1
1,746,72,26858,8,6.29,6.29,1.6,2,0,1,0,0
3,672,60,25000,0,4.39,7.69,1.1,3,1,0,0,0
2,727,60,29734,7,5.49,6.52,1.75,2,0,1,0,0
4,660,72,21000,0,5.39,8.75,1.63,3,1,0,0,0
3,673,36,5935,0,4.55,6.19,1.12,3,0,0,1,1
1,737,72,45000,0,5.65,5.39,1.3725,1,1,0,0,0
3,697,72,35000,0,4.99,6.29,1.17,1,1,0,0,0
1,742,48,15185,6,5.09,4.69,1.12,1,0,1,0,0
2,707,60,25000,0,4.25,4.69,1.11,3,1,0,0,0
1,729,60,30384.27,6,5.49,5.49,2.091,1,0,1,0,1
4,657,72,32698,0,5.79,11.15,1.45,3,0,0,1,0
1,737,60,60000,0,4.89,4.49,1.34,2,1,0,0,0
1,794,36,12622,8,4.39,4.39,1.1,3,0,1,0,0
1,747,66,27000,0,5.65,5.39,1.34,1,1,0,0,0
1,780,48,18000,0,4.39,4.39,1.1,3,0,0,1,0
1,786,36,45000,0,4.75,4.73,1.82,1,1,0,0,0
4,658,48,16523,0,5.05,10.85,1.45,3,0,0,1,1
2,713,60,22239.98,0,5.49,4.89,1.78,3,1,0,0,1
3,693,36,24063,5,4.65,7.99,1.1,2,0,1,0,0
2,718,60,32000,0,4.29,5.79,1.1,2,1,0,0,0
3,691,48,20000,0,5.49,6.14,1.82,3,1,0,0,0
2,714,60,28533,0,4.39,4.35,1.31,3,1,0,0,0
3,689,72,39000,0,4.75,5.99,1.12,1,1,0,0,0
3,696,60,44000,0,4.39,8.55,1.856,2,1,0,0,0
1,743,60,40000,0,4.49,4.49,1.738,3,1,0,0,0
4,667,72,18021,0,6.4,7.89,1.82,1,0,0,1,0
4,648,48,8832.73,16,5.49,10.95,1.5738,1,0,1,0,1
1,744,60,35000,0,4.49,4.49,1.3294,1,1,0,0,0
3,732,60,15947.6,0,4.79,4.63,2.091,1,0,0,1,1
3,668,72,10000,0,5.65,5.59,1.951,2,0,0,1,0
3,690,72,20750,0,6.25,7.49,1.84,3,1,0,0,0
1,738,36,6000,10,4.75,4.75,1.1,3,0,1,0,1
2,721,36,8000,7,4.75,6.03,1.09,3,0,1,0,0
1,745,60,40000,0,4.09,4.09,1.2463,2,1,0,0,0
3,736,60,11700,7,5.29,5.92,1.11,1,0,1,0,1
1,766,60,26500,0,4.09,4.09,1.12,1,1,0,0,0
1,808,60,31500,0,4.25,4.25,1.12,3,1,0,0,0
3,683,60,33279,0,4.49,5.15,1.3206,3,1,0,0,0
1,744,60,20800,7,4.95,4.95,1.12,3,0,1,0,1
2,721,36,11800,9,4.39,6.44,1.1106,3,0,1,0,0
1,804,36,23100,0,3.49,3.49,1.12,3,1,0,0,0
4,667,36,11669,0,4.39,8.19,1.0944,3,0,0,1,0
1,789,72,45000,0,5.75,5.64,1.42,3,1,0,0,0
2,723,48,22800,5,5.29,4.99,1.11,1,0,1,0,0
1,807,72,36000,0,5.39,5.29,1.34,2,1,0,0,0
2,714,60,48000,0,4.49,4.85,1.3075,2,1,0,0,0
3,690,48,15300,7,4.95,6.08,1.12,1,0,1,0,0
1,729,36,8565.5,0,4.39,4.29,1.0988,3,0,0,1,1
2,705,60,35000,0,4.99,4.99,1.42,1,1,0,0,0
1,730,60,7486.8,0,5.15,5.05,1.6,1,0,0,1,1
3,673,60,45000,0,5.49,6.29,1.84,1,1,0,0,0
2,723,60,31000,0,4.89,4.64,1.34,2,1,0,0,0
1,816,36,11011.78,0,4.79,4.79,1.8375,1,1,0,0,1
1,735,60,14000,8,4.89,4.89,1.1,2,0,1,0,0
3,688,36,12300,12,4.39,7.54,1.1106,3,0,1,0,0
1,763,36,31000,0,4.95,4.85,1.8388,3,1,0,0,0
4,651,60,28000,0,4.29,7.89,1.32,3,1,0,0,0
1,737,36,13560.75,10,4.99,4.89,1.99,3,0,1,0,1
3,672,72,24447,9,6.29,8.02,1.99,1,0,1,0,0
1,746,36,12000,17,4.75,4.75,1.1338,2,0,1,0,1
2,722,36,15000,8,4.75,6.39,1.12,3,0,1,0,0
2,719,60,16000,7,5.19,6.43,1.15,2,0,1,0,1
3,682,60,25484.58,0,5.4,6.29,1.42,3,0,0,1,1
1,749,60,24000,0,4.49,4.09,1.3075,3,1,0,0,0
4,668,60,25000,0,4.49,7.99,1.17,2,1,0,0,0
1,732,60,30000,0,4.29,4.29,1.3188,3,1,0,0,0
1,807,60,30000,0,4.89,4.55,1.3663,2,1,0,0,0
2,710,72,35000,0,6.25,5.95,1.78,3,1,0,0,0
3,697,66,23000,0,4.99,6.29,1.1188,3,1,0,0,0
1,777,48,23500,0,3.99,3.99,1.1069,3,1,0,0,0
3,683,36,30000,0,5.29,5.98,1.8,3,0,0,1,0
1,742,48,12309,6,4.95,4.78,1.12,1,0,1,0,1
2,706,60,34000,0,4.39,5.89,1.09,1,0,0,1,0
3,699,60,34000,0,4.49,5.49,1.1194,3,1,0,0,0
1,749,48,41000,0,4.99,4.69,1.4188,1,1,0,0,0
4,664,66,23000,0,6.25,7.99,1.84,1,1,0,0,0
1,692,72,28956.5,7,5.79,5.69,1.1,3,0,1,0,1
2,727,48,31000,0,3.99,4.29,1.12,3,1,0,0,0
1,785,48,24000,0,3.99,3.99,1.1,3,1,0,0,0
1,767,60,30700,0,4.99,4.64,1.38,3,1,0,0,0
1,765,36,40000,0,3.85,3.85,1.4331,1,1,0,0,0
4,668,60,31000,0,4.49,7.89,1.32,3,1,0,0,0
3,678,60,26400,3,4.89,7.69,1.1,3,0,1,0,0
1,836,72,29000,0,5.89,5.89,1.63,3,0,0,1,0
1,755,36,17000,6,4.65,4.75,1.0975,3,0,1,0,0
3,725,48,20000,0,4.79,6.49,1.84,1,0,0,1,0
4,655,72,19509.78,16,5.79,9.39,1.1,3,0,1,0,1
1,756,36,21000,0,4.65,4.65,1.6,1,0,0,1,0
3,674,48,20480.27,0,4.39,5.15,1.31,3,1,0,0,1
1,750,60,32000,0,4.49,4.49,1.3,2,1,0,0,0
1,750,48,14470,11,4.95,4.95,1.12,2,0,1,0,1
2,710,48,11715,8,5.09,6.44,1.12,1,0,1,0,1
3,690,60,20000,0,4.29,4.65,1.31,3,1,0,0,0
1,777,72,32241,0,5.25,5.25,1.09,3,0,0,1,0
4,653,72,29900,0,4.99,7.99,1.11,1,1,0,0,0
3,682,60,10000,0,5.15,8.65,1.54,1,0,0,1,0
4,648,36,18609,8,4.49,7.38,1.1125,1,0,1,0,0
3,699,48,17401,0,4.49,5.49,1.1194,1,1,0,0,0
1,744,60,15300,7,4.85,4.75,1.1,3,0,1,0,0
3,688,72,18300,8,5.59,6.53,1.1,1,0,1,0,1
3,696,36,7800,9,4.75,7.49,1.1,1,0,1,0,0
1,777,36,9919,7,4.39,4.69,1.1,3,0,1,0,1
3,713,72,12499.99,0,5.29,6.69,1.45,2,1,0,0,0
1,746,60,18553,10,5.29,4.95,1.12,3,0,1,0,0
3,673,72,40000,0,4.99,6.29,1.12,1,1,0,0,0
2,719,60,20696.65,0,4.29,4.35,1.3188,3,1,0,0,1
1,779,48,25000,0,4.89,4.69,1.42,3,1,0,0,0
3,684,72,27000,0,5.15,6.79,1.09,2,0,0,1,0
1,732,36,13002.9,9,4.99,4.99,1.696,3,0,1,0,1
1,800,48,40000,0,3.85,3.85,1.09,3,1,0,0,0
1,770,60,43000,0,5.49,5.39,1.84,1,1,0,0,0
1,787,60,25000,0,4.25,4.25,1.12,3,1,0,0,0
1,759,48,17600,6,4.75,4.75,1.0438,1,0,1,0,1
3,683,60,31500,11,5.19,6.09,1.12,1,0,1,0,1
2,717,48,27000,0,5.4,4.99,1.42,3,0,0,1,0
3,634,60,6000,0,4.89,8.65,1.67,3,0,0,1,1
4,653,66,25000,0,4.99,7.99,1.12,3,1,0,0,0
1,745,60,41000,0,4.49,4.49,1.11,1,1,0,0,0
2,714,60,24228,0,4.99,5.25,1.69,3,1,0,0,0
1,767,60,23000,0,5.49,5.48,1.84,3,1,0,0,0
2,680,60,8435.1,0,4.65,5.89,1.1,1,0,0,1,1
1,809,36,14399.2,0,4.39,4.55,1.11,1,0,0,1,1
2,724,60,15300,5,5.09,4.99,1.12,2,0,1,0,0
2,715,60,30000,0,4.19,6.19,1.1,3,1,0,0,0
2,727,60,30000,0,4.49,4.89,1.11,3,1,0,0,0
1,782,60,34000,0,4.89,4.55,1.34,2,1,0,0,0
1,743,60,50000,0,4.09,4.09,1.2463,2,1,0,0,0
3,693,60,37000,0,3.99,5.15,1.1106,3,1,0,0,0
2,716,60,48285,0,4.09,4.35,1.1075,3,1,0,0,0
1,720,60,35000,0,5.05,5.05,1.32,3,0,0,1,0
2,668,72,40000,8,5.99,6.99,1.1,2,0,1,0,0
1,775,36,35000,0,3.95,3.95,1.5688,1,1,0,0,0
3,672,72,37909,0,4.75,5.99,1.1106,3,1,0,0,0
4,669,72,35000,0,4.99,7.99,1.12,3,1,0,0,0
1,831,36,28989,0,3.75,3.75,1.11,3,1,0,0,0
2,712,60,9797.1,0,4.09,4.35,1.1013,1,0,0,1,1
3,695,48,22862,15,5.49,9.85,1.84,1,0,1,0,0
1,800,60,28028,0,4.39,4.39,1.82,1,1,0,0,1
1,762,72,18500,7,5.99,5.53,1.09,2,0,1,0,1
3,680,72,31999.99,0,5.59,6.79,1.1,3,0,0,1,0
1,718,36,11152,8,4.99,4.99,1.84,2,0,1,0,0
4,731,72,22999.99,0,5.15,8.69,1.09,2,0,0,1,0
2,727,60,37000,0,5.49,5.39,1.8375,3,1,0,0,0
1,781,60,32000,0,4.89,4.55,1.34,3,1,0,0,0
1,740,60,25000,0,4.79,4.79,1.89,3,0,0,1,0
3,683,48,45000,0,4.49,5.15,1.27,3,1,0,0,0
1,744,48,11920.9,0,4.85,4.85,1.1,1,0,0,1,1
1,746,72,19257.3,0,5.59,4.75,1.32,1,0,0,1,1
3,675,48,21941,10,4.95,7.59,1.12,3,0,1,0,1
1,742,60,25000,0,4.49,4.49,1.12,3,1,0,0,0
1,765,60,40000,0,3.99,3.85,1.1,3,1,0,0,0
2,680,60,38000,0,4.59,6.39,1.5788,3,1,0,0,0
3,693,60,40000,0,5.49,6.14,1.81,3,1,0,0,0
2,708,48,18400,6,5.19,5.52,1.0913,2,0,1,0,1
1,790,60,35000,0,4.49,4.39,1.3013,2,1,0,0,0
4,648,60,30000,0,3.99,7.89,1.1,1,1,0,0,0
1,760,36,13700,6,4.45,4.45,1.09,2,0,1,0,1
1,755,60,12500,5,4.75,4.75,1.18,3,0,1,0,0
2,711,72,26099,0,5.25,6.29,1.0975,3,0,0,1,0
4,642,72,17000,11,5.99,7.99,1.0988,1,0,1,0,0
1,737,60,28000,0,4.89,4.55,1.34,3,1,0,0,0
1,733,60,19627,5,4.75,4.75,1.0575,1,0,1,0,0
1,743,60,24482.24,11,5.39,5.39,1.38,3,0,1,0,1
1,739,72,25060,0,4.75,4.69,1.035,3,1,0,0,0
1,771,48,25875,0,4.49,4.49,1.11,3,1,0,0,0
1,821,36,12300,6,4.79,4.69,1.12,2,0,1,0,0
1,766,72,85000,0,4.99,4.99,1.1,2,1,0,0,0
1,730,48,30743,0,4.39,4.09,1.3175,3,1,0,0,0
1,777,48,25000,0,4.09,4.09,1.12,3,1,0,0,0
1,744,36,5385,0,4.39,4.39,1.738,3,0,0,1,1
2,702,36,25878,14,4.75,6.39,1.12,3,0,1,0,0
3,686,60,32000,0,4.39,8.55,1.84,2,1,0,0,0
4,665,60,17500,0,4.49,10.55,1.36,3,1,0,0,0
1,760,60,30000,0,4.49,4.09,1.3294,3,1,0,0,0
1,751,72,35000,0,5.39,5.29,1.3,2,1,0,0,0
1,764,60,37000,0,5.49,5.24,1.8369,1,1,0,0,1
3,678,60,31999,0,3.85,6.09,1.09,1,1,0,0,0
1,777,60,29000,0,3.99,3.99,1.11,3,1,0,0,0
4,650,72,21255,0,5.45,7.99,1.12,1,0,0,1,1
1,690,60,17000,11,5.39,6.19,1.19,3,0,1,0,1
1,742,72,27088.37,0,5.49,5.39,1.1,1,0,0,1,1
1,793,48,25000,0,4.99,4.39,1.39,1,1,0,0,0
1,814,48,18000,0,4.49,4.39,1.3319,1,1,0,0,0
4,663,60,25350,0,5.49,7.99,1.84,3,1,0,0,0
1,758,48,13500,6,5.09,4.69,1.12,1,0,1,0,0
1,757,72,20300,6,5.49,5.39,1.0925,1,0,1,0,0
3,701,66,38000,0,4.99,5.19,1.12,1,1,0,0,0
3,670,60,26200,0,5.49,6.29,1.82,3,1,0,0,0
1,794,36,19000,0,3.89,3.89,1.09,1,0,0,1,0
1,741,72,8000,8,5.99,5.89,1.12,3,0,1,0,0
1,736,72,28326,6,5.99,5.33,1.17,3,0,1,0,1
1,761,60,16814.86,0,5.2,4.09,1.34,1,0,0,1,1
1,668,60,15136.26,0,4.59,4.19,1.625,3,1,0,0,1
1,820,36,20000,0,3.65,3.65,1.84,3,1,0,0,0
1,766,60,48476,0,3.99,3.99,1.11,1,1,0,0,0
1,746,72,45000,0,5.75,5.64,1.38,3,1,0,0,0
1,764,60,41500,0,4.49,4.39,1.31,2,1,0,0,0
4,651,72,20700,0,5.75,11.15,1.779,3,0,0,1,0
2,708,72,14036,6,5.69,5.25,1.1,2,0,1,0,0
1,754,60,37500,0,3.99,3.99,1.09,3,1,0,0,0
3,672,60,40000,0,4.49,6.09,1.1688,2,1,0,0,0
1,784,36,29500,0,3.49,3.49,1.12,1,1,0,0,0
3,702,60,30000,0,4.99,5.99,1.38,3,1,0,0,0
3,685,60,34343,10,5.39,9.02,1.36,1,0,1,0,0
2,724,60,18818.72,0,4.69,4.85,1.31,1,0,0,1,1
2,719,60,37000,0,3.99,5.79,1.09,3,1,0,0,0
2,725,72,16500,6,5.49,6.49,1.0275,3,0,1,0,0
1,782,60,27000,0,4.09,3.99,1.12,1,1,0,0,0
1,785,36,32888,0,3.49,3.49,1.1013,1,1,0,0,0
1,731,36,5000,7,4.75,4.25,1.17,3,0,1,0,0
1,806,60,27000,0,4.99,4.85,1.44,1,1,0,0,0
1,736,36,29330,9,5.05,5.05,1.6,3,0,1,0,1
3,697,60,34700,0,4.65,6.19,1.09,2,0,0,1,0
1,831,48,9550,0,4.89,4.89,1.75,3,0,0,1,1
2,719,60,23200,0,4.49,4.34,1.3288,3,1,0,0,0
1,771,60,32000,0,4.99,4.69,1.42,3,1,0,0,0
3,689,60,20000,0,4.29,5.15,1.3188,3,1,0,0,0
1,771,60,33000,0,4.25,4.25,1.17,3,1,0,0,0
1,775,60,11485.06,0,5.2,4.69,1.37,1,0,0,1,1
1,755,60,22524,0,4.39,4.39,1.3175,3,1,0,0,0
3,689,72,40000,0,5.39,5.99,1.3,2,1,0,0,0
1,789,60,29000,0,5.49,5.39,1.84,3,1,0,0,0
1,751,60,24000,0,4.79,4.79,1.858,2,0,0,1,0
3,693,72,26250,0,4.75,5.99,1.1013,1,1,0,0,0
4,662,66,19999.99,0,5.15,8.69,1.09,2,0,0,1,0
1,742,72,35000,0,4.99,4.99,1.11,3,1,0,0,0
2,705,36,25000,0,3.49,4.29,1.11,1,1,0,0,0
3,687,60,25000,0,4.49,4.59,1.28,1,1,0,0,0
3,671,48,17526,17,5.09,7.69,1.1,3,0,1,0,1
1,766,60,19343.27,0,4.99,4.99,1.12,1,0,0,1,1
2,701,60,25000,0,4.95,6.99,1.1,3,0,0,1,0
1,787,48,17000,0,4.09,4.09,1.1138,1,1,0,0,0
4,653,60,25959,0,4.89,7.89,1.4175,3,1,0,0,0
1,761,60,38500,0,4.89,4.09,1.38,1,1,0,0,0
2,721,60,19999,0,4.89,6.44,1.76,1,0,0,1,1
3,676,60,31500,0,5.49,6.14,1.79,3,1,0,0,0
2,708,60,23000,0,3.99,4.29,1.1,3,1,0,0,0
1,730,36,19000,0,4.79,4.79,1.84,3,1,0,0,0
3,677,60,24374.62,0,4.69,5.15,1.3363,2,0,0,1,1
1,796,36,40000,0,3.89,3.89,1.32,1,1,0,0,0
2,705,48,34000,0,4.49,4.89,1.115,1,1,0,0,0
3,682,60,28193,0,4.65,6.19,1.0913,2,0,0,1,0
3,679,72,15522.68,0,6.2,6.99,1.74,1,0,0,1,1
1,776,36,32000,0,4.5,4.49,1.42,1,1,0,0,0
3,762,36,47084,0,3.85,3.85,1.42,3,1,0,0,0
1,740,60,23300,6,5.09,4.93,1.11,1,0,1,0,0
1,759,48,25000,0,4.49,4.09,1.34,1,1,0,0,0
4,665,60,20000,0,4.95,10.09,1.1,3,0,0,1,0
1,790,60,25000,0,4.89,4.85,1.38,1,1,0,0,0
1,760,72,25096,6,6.09,5.28,1.11,3,0,1,0,0
3,677,72,35500,0,5.89,9.25,1.5688,1,0,0,1,0
1,752,48,22500,0,4.39,4.39,1.3181,3,1,0,0,0
2,710,60,17932,0,3.99,4.89,1.12,3,1,0,0,0
4,669,60,18631,0,5.49,7.89,1.82,1,1,0,0,0
2,703,72,46000,0,6.25,5.95,1.8125,3,1,0,0,0
3,684,60,24272,10,4.75,7.54,1.1138,1,0,1,0,0
4,647,60,9200,0,5.4,7.89,1.4338,1,0,0,1,1
1,746,72,41900,0,5.75,5.64,1.83,1,1,0,0,0
1,829,36,25000,0,3.65,3.65,1.91,1,1,0,0,0
2,728,36,13442.3,0,3.99,4.08,1.27,3,1,0,0,1
1,768,60,12007,7,5.19,5.19,1.11,3,0,1,0,0
3,699,72,19999,0,5.75,6.79,1.12,2,0,0,1,0
1,753,66,19530,0,4.85,4.79,1.11,3,0,0,1,1
2,724,48,23189,8,4.75,6.44,1.1069,1,0,1,0,0
2,715,60,22000,0,3.99,4.29,1.11,3,1,0,0,0
2,705,48,11922.09,7,5.55,6.33,2.101,3,0,1,0,1
1,738,72,33434,0,5.39,4.99,1.32,3,1,0,0,0
3,687,60,8975,0,4.79,8.65,1.84,3,0,0,1,1
2,706,48,6000,0,5.15,6.44,1.5788,3,0,0,1,1
1,797,36,13300,6,4.39,4.39,1.1106,3,0,1,0,0
1,756,66,14242.34,0,5.15,5.15,1.09,1,0,0,1,1
3,683,60,33200,0,5.05,8.35,1.3,2,0,0,1,0
1,785,60,47000,0,4.25,4.25,1.12,3,1,0,0,0
4,650,60,27000,0,4.49,7.89,1.34,3,1,0,0,0
2,714,72,31400,10,5.99,6.94,1.12,2,0,1,0,0
1,737,60,20300,6,5.29,4.69,1.12,2,0,1,0,0
1,734,36,21087,0,3.65,3.49,1.1,3,1,0,0,0
1,774,72,34000,0,4.65,4.65,1.1,1,1,0,0,0
1,802,48,7500,6,4.85,5.15,1.1125,1,0,1,0,1
1,758,36,28000,0,4.4,4.39,1.38,3,1,0,0,1
3,681,60,25000,0,4.79,8.65,1.84,2,0,0,1,0
1,697,72,38500,5,5.99,4.28,1.1625,2,0,1,0,0
1,825,60,45000,0,4.59,4.49,1.63,3,1,0,0,0
3,692,60,25000,0,4.59,8.55,1.6,3,1,0,0,0
3,686,72,10999.99,0,5.65,8.99,2.087,2,0,0,1,0
1,743,60,32000,0,4.49,4.49,1.1463,1,1,0,0,0
1,750,48,5000,10,5.49,5.39,1.82,3,0,1,0,0
1,767,60,45000,0,4.89,4.69,1.42,3,1,0,0,1
2,725,60,35000,0,4.89,4.85,1.34,1,1,0,0,0
1,743,60,21671,0,3.99,3.99,1.11,1,1,0,0,0
1,751,60,24000,0,4.65,4.65,1.09,1,0,0,1,0
3,684,60,25000,0,4.49,4.65,1.3,1,1,0,0,0
3,691,48,18000,0,4.39,4.65,1.31,3,1,0,0,0
1,760,60,17500,0,4.99,4.69,1.42,1,1,0,0,0
4,649,72,21171.99,18,6.29,11.15,1.5138,3,0,1,0,1
1,730,48,7700,0,4.79,4.79,1.1188,3,0,0,1,1
2,728,72,33000,0,4.99,5.39,1.17,3,1,0,0,1
1,739,60,23000,0,4.89,4.85,1.42,1,1,0,0,0
2,723,60,23200,0,3.99,4.35,1.12,3,1,0,0,0
1,766,36,5325.2,0,4.29,4.29,2.101,1,0,0,1,1
1,798,60,30817,0,4.19,4.19,1.12,3,1,0,0,0
1,665,60,31642.71,7,5.55,6.03,2.11,3,0,1,0,1
2,706,60,21000,12,5.19,6.59,1.12,2,0,1,0,1
2,700,66,45000,0,5.75,5.95,1.6263,3,1,0,0,0
1,747,60,38144,0,4.19,4.19,1.1,3,1,0,0,0
1,749,60,28000,0,4.29,4.29,1.3188,1,1,0,0,1
3,682,36,7400,5,4.59,5.49,1.2738,1,0,1,0,0
2,704,60,7500,8,5.29,6.44,1.12,3,0,1,0,0
3,677,72,36000,0,4.99,5.99,1.12,1,1,0,0,0
3,688,48,21036,0,4.79,8.65,1.856,3,0,0,1,0
3,693,60,21984,5,5.39,8.99,1.1,3,0,1,0,0
4,656,60,18498,0,5.49,7.99,1.84,3,1,0,0,0
1,771,48,40000,0,4.89,4.55,1.34,2,1,0,0,0
1,742,72,29300,7,5.49,5.39,1.1075,3,0,1,0,0
1,766,60,29424,0,5.49,4.85,1.7975,3,1,0,0,0
2,707,60,17287,7,5.09,6.52,1.09,2,0,1,0,0
1,744,36,15500,0,3.49,3.49,1.12,1,1,0,0,0
1,753,48,19000,0,4.25,4.25,1.12,1,1,0,0,0
1,782,60,30000,0,4.25,4.25,1.12,2,1,0,0,0
1,766,60,42070,0,4.89,4.55,1.3488,2,1,0,0,0
3,684,60,36216,0,4.25,5.79,1.1188,1,1,0,0,0
1,763,60,12706,0,4.79,4.79,1.84,1,0,0,1,1
2,702,60,16423,7,4.75,6.44,1.1013,1,0,1,0,0
3,679,36,16500,0,3.59,5.79,1.12,3,1,0,0,0
1,836,60,29467,0,4.39,4.39,1.868,1,1,0,0,0
3,683,66,17314.88,0,5.39,7.29,1.1,3,0,0,1,1
1,762,60,29000,0,4.49,4.49,1.305,3,1,0,0,0
2,723,60,33000,0,4.39,7.14,1.1788,3,1,0,0,0
4,656,36,15300,12,5.05,10.7,1.65,3,0,1,0,0
2,701,60,22000,0,5.05,7.24,1.33,1,0,0,1,0
1,738,36,12817,6,5.05,4.65,1.525,2,0,1,0,0
1,769,60,29918.38,0,4.79,4.79,1.12,1,0,0,1,1
1,775,60,31000,0,4.99,4.64,1.3869,3,1,0,0,0
2,712,60,19188.49,0,3.85,5.79,1.09,3,1,0,0,1
2,704,72,28640,5,6.29,7.39,1.615,3,0,1,0,0
3,693,60,35000,0,4.29,4.89,1.32,2,1,0,0,0
1,730,60,49000,0,4.89,4.09,1.34,3,1,0,0,0
1,810,36,30000,0,3.49,3.49,1.1031,1,1,0,0,0
2,707,60,35545,0,4.49,6.39,1.738,3,1,0,0,0
3,684,60,24000,0,3.99,4.99,1.1013,3,1,0,0,0
